id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8648818,Private Bedroom + Live/Workspace - best location!,2591842,Alan,Queens,Astoria,40.75758225,-73.92060004,Private room,45,4,0,,,1,0
1710729,Private Room in NYC,9024500,JosÃ©,Queens,Astoria,40.76075339,-73.91316963,Private room,200,1,0,,,1,0
9684503,Big Bedroom 20 Mins from Midtown!,50024703,Emily,Queens,Astoria,40.75657845,-73.92181156,Private room,68,2,5,9/5/17,0.23,1,1
13084559,Renovated house/ a full sized bed,72407642,Saneun,Queens,Astoria,40.7567573,-73.91799751,Private room,45,2,7,9/19/17,0.76,1,344
17496002,RENOVATED STUDIO in Astoria!!! 15mins to the city,46315133,Yauheniya,Queens,Astoria,40.75748441,-73.91580581,Entire home/apt,130,3,19,9/30/17,3.48,1,293
13937620,2 Bedrooms Apartment - 10 minutes away from NYC,82869111,Geralda,Queens,Astoria,40.75485877,-73.91621308,Entire home/apt,180,2,10,9/15/17,0.7,1,84
20439529,Beautiful apartment in Astoria 13 min to Manhattan,2687396,Ezra,Queens,Astoria,40.75998728,-73.91767988,Entire home/apt,85,4,1,9/17/17,1,1,139
15834067,Charming 1BD Astoria Penthouse,100781220,Regina,Queens,Astoria,40.75732084,-73.92018627,Entire home/apt,110,2,15,8/31/17,1.5,1,297
752366,Big and open 3 stops from the city,3956850,Dana,Queens,Astoria,40.75582866,-73.91839441,Entire home/apt,110,4,13,9/1/17,0.39,1,0
3176874,New 2 Bed.apt. 10 min to NYC! one block from train,16108973,Vlado & Sandra,Queens,Astoria,40.76067905,-73.91358616,Entire home/apt,119,3,145,9/15/17,3.85,1,252
19848373,The City Farmhouse - 10 Min to Manhattan! Unit A,119441,Angele,Queens,Astoria,40.75828602,-73.91298308,Entire home/apt,200,2,4,9/29/17,4,3,332
12185367,Huge Pre War Apartment,65484959,Derrick,Queens,Astoria,40.75714972,-73.91309464,Entire home/apt,125,5,5,7/29/16,0.3,1,185
20309405,Near NYC 2 bedrooms in spacious shared apartment,44770632,Kierston,Queens,Astoria,40.75725984,-73.91725416,Entire home/apt,120,14,0,,,1,28
2024991,Beautiful & newly renovated 2-bedroom with balcony,10362054,Mary,Queens,Astoria,40.75770071,-73.91981477,Entire home/apt,110,5,0,,,1,0
15037795,Heart of Astoria 2 bedroom Apt,78181492,Allison,Queens,Astoria,40.76158001,-73.92130162,Entire home/apt,125,2,6,9/4/17,0.48,1,3
4831703,Astoria Gem: 15min. From Manhattan,24614110,Adreanna,Queens,Astoria,40.76042433,-73.92073302,Entire home/apt,150,1,3,5/15/15,0.1,1,0
3615796,Beautiful Clean 10 Min from Center 1 Bedroom,18218942,Jason,Queens,Astoria,40.7596761,-73.91989043,Entire home/apt,179,8,25,9/12/17,0.66,1,316
16163275,Super Large & Cozy One Bedroom Apartment,78433586,Fayth,Queens,Astoria,40.76000542,-73.91864517,Entire home/apt,95,2,9,8/26/17,0.93,1,0
14708459,"Bright, Modern, Safe, Clean Apartment in Astoria",35375,Savannah,Queens,Astoria,40.76137319,-73.91108804,Entire home/apt,200,2,0,,,2,327
18994965,Thee Bohemian BNB Astoria,132486597,Matt,Queens,Astoria,40.77126103,-73.92088495,Private room,60,1,10,9/10/17,3.3,1,73
12582348,Large room in Astoria home,34546087,Rina,Queens,Astoria,40.77040367,-73.91701268,Private room,55,1,8,9/5/17,0.48,1,0
21174772,Sun-filled Boho Bedroom in the Heart of Astoria!,56184689,Emily,Queens,Astoria,40.76704845,-73.91690047,Private room,95,1,0,,,1,28
894093,"Cozy room,only 2 blocks from subway,10min to City!",4644172,Sheena,Queens,Astoria,40.76859619,-73.92010456,Private room,47,1,64,9/20/17,1.39,1,353
19570605,"Bottom floor of duplex, quiet tree-lined street",49465945,Melissa,Queens,Astoria,40.76912943,-73.91407636,Private room,65,1,16,8/30/17,5.16,1,0
18548629,La Casa Astoria,23546333,Kyle,Queens,Astoria,40.76633963,-73.92002632,Private room,150,1,0,,,1,275
16897705,A private room in Astoria 30ave,112764615,Anna,Queens,Astoria,40.76459397,-73.91900603,Private room,68,7,4,8/31/17,0.48,1,88
16180024,Modern Room close to everything,1264178,Kamel,Queens,Astoria,40.76215367,-73.92149324,Private room,85,2,10,9/26/17,1.56,1,177
19122134,Room for Rent near Manhattan,133634496,Heraldo,Queens,Astoria,40.76844139,-73.916976,Private room,65,2,2,7/1/17,0.59,1,0
12609695,Comfy in Queens!,66734502,Laura,Queens,Astoria,40.7618818,-73.91765989,Private room,55,3,3,8/24/16,0.18,2,0
10995810,Room in gorgeous Astoria Apartment,57055185,Halley,Queens,Astoria,40.76801991,-73.91684906,Private room,33,1,0,,,1,0
8266969,Cozy and Comfortable,43590457,Michael,Queens,Astoria,40.7659931,-73.91777132,Private room,75,3,0,,,1,0
9613541,Open Room for December,49738780,Katie,Queens,Astoria,40.77210599,-73.9205464,Private room,100,1,0,,,1,0
978615,NICE ROOM IN ASTORIA NEAR MANHATTAN,5369117,Rosa,Queens,Astoria,40.76290815,-73.91871455,Private room,87,2,135,9/25/17,2.54,2,350
771650,NYC + Astoria Large Studio + Room,2156913,Oz,Queens,Astoria,40.76593421,-73.91660988,Private room,77,10,19,3/5/17,0.33,9,63
449764,NYC + Astoria Big Room + Location +,2156913,Oz,Queens,Astoria,40.76426832,-73.91822857,Private room,85,9,28,6/17/17,0.45,9,124
771647,NYC + Astoria Best Super Cozy Room,2156913,Oz,Queens,Astoria,40.7647497,-73.91712872,Private room,75,10,22,6/1/17,0.38,9,216
7402303,Artists' Sunny 1-BR Apt in Astoria,11962385,Dusan,Queens,Astoria,40.76778497,-73.92200802,Entire home/apt,120,1,3,8/20/15,0.11,1,0
5569167,Private room in Heart of Astoria,13728275,Elvira,Queens,Astoria,40.76272297,-73.9200413,Private room,50,4,1,3/16/15,0.03,1,0
13348074,"Sunny 1-bedroom apartment in Astoria, Queens!",75651173,Jessica,Queens,Astoria,40.76299889,-73.91706819,Private room,65,2,0,,,1,0
3594408,Bedr w Priv Bathr+Balc 15m frm city,6150064,Sonya,Queens,Astoria,40.76972201,-73.92060334,Private room,85,2,2,8/25/15,0.08,1,0
4666794,Cozy Bedroom in Large Apartment,18511357,Meagan,Queens,Astoria,40.76409542,-73.91759206,Private room,60,5,1,7/1/17,0.32,1,0
6934770,Cozy and Large 1 bedroom Apartment,36356923,Ali,Queens,Astoria,40.76348323,-73.91994728,Private room,55,1,0,,,1,0
895432,NYC Astoria  Large bright Room  ,2156913,Oz,Queens,Astoria,40.76414877,-73.91875886,Private room,85,10,0,,,9,122
15875,"Astoria w/ private bathroom & yard! (legal, too)",61862,Peter,Queens,Astoria,40.76817037,-73.9204477,Private room,85,2,60,9/9/16,0.66,1,171
11774332,#1 -1 bedroom apt easy access to NYC,25555926,Martha,Queens,Astoria,40.7696489,-73.91831125,Entire home/apt,159,1,11,8/31/17,0.87,3,9
20896605,Astoria 1 Bedroom Renovated Apartment,22811244,Sotirios,Queens,Astoria,40.7628092,-73.91973237,Entire home/apt,110,2,3,10/2/17,3,1,110
5085965,Amazing New 1BDR Mins to Manhattan,415446,Bryan,Queens,Astoria,40.76446872,-73.92102945,Entire home/apt,95,2,124,9/9/17,3.77,1,41
13359798,large 1 bedroom apt with private balcony Astoria,4413028,Michael,Queens,Astoria,40.76836334,-73.91444972,Entire home/apt,200,2,11,9/17/17,0.71,1,3
15990316,1-Bedroom Apt Near Manhattan,14292409,Matt,Queens,Astoria,40.76331611,-73.91350656,Entire home/apt,95,3,12,9/10/17,1.16,1,0
12827146,"Cozy One Bedroom Apartment in Astoria, NYC",18922352,Israel,Queens,Astoria,40.76368358,-73.91517644,Entire home/apt,68,4,9,8/15/17,0.66,1,0
3768977,Beautiful one bedroom Apartment,18953786,Ehsan,Queens,Astoria,40.76402959,-73.92162301,Entire home/apt,170,3,85,9/17/17,2.25,2,329
4839932,"Super spacious cozy one-bedroom apartment, Astoria",24907501,Milena,Queens,Astoria,40.76974026,-73.91818845,Entire home/apt,125,10,5,1/12/17,0.15,1,0
11776141,#6- Convenient & Affordable Studio,25555926,Martha,Queens,Astoria,40.76845623,-73.91836272,Entire home/apt,135,1,10,6/28/17,0.57,3,2
16442423,Spacious Two Bedroom- close to Subway,30727267,Jeaneane,Queens,Astoria,40.76815864,-73.91529886,Entire home/apt,130,1,5,6/25/17,0.54,1,0
18404432,2 bedroom apartment & private backyard,104170260,Lauren,Queens,Astoria,40.7673648,-73.91685153,Entire home/apt,99,4,1,7/9/17,0.34,1,0
14790101,Charming Spacious 2 Bedroom Apartment,39473543,Caleb,Queens,Astoria,40.76750884,-73.9177957,Entire home/apt,160,1,1,10/12/16,0.08,1,304
9548931,Cozy 1BR Apt. in heart of Astoria,49118913,Val,Queens,Astoria,40.76412414,-73.92211304,Entire home/apt,130,2,3,10/8/16,0.14,1,0
19984688,Luxurious living in heart of Astoria,141742656,Peter & Maria,Queens,Astoria,40.76429277,-73.91377143,Entire home/apt,325,2,9,9/30/17,4.66,3,320
761606,Private 2-Bedroom. Cozy and quiet.,1292205,Pasha,Queens,Astoria,40.76360957,-73.9179306,Entire home/apt,100,4,2,1/3/16,0.03,1,301
6376519,Our Astorian Alcove,2321422,Angela,Queens,Astoria,40.76299135,-73.91397164,Entire home/apt,175,2,0,,,1,0
13318679,Astoria - Convenient 1-bedroom,70257423,Diane,Queens,Astoria,40.76760208,-73.91926381,Entire home/apt,180,2,1,9/14/16,0.08,1,15
11728836,roomy sunny apt in 3 of Astoria,10620222,Rebecca,Queens,Astoria,40.76710597,-73.9204563,Entire home/apt,95,3,1,3/26/16,0.05,1,0
1221511,Large Astoria 1 bedroom w/balcony,6663990,Brian,Queens,Astoria,40.77142731,-73.92223494,Entire home/apt,95,2,16,10/18/16,0.52,1,0
9351679,"One Bedroom APARTMENT, Astoria, NY",48534909,Despina,Queens,Astoria,40.76483493,-73.91522186,Entire home/apt,80,4,2,3/18/17,0.09,1,0
11778074,#7-Cozy & Spacious Duplex in Astoria,25555926,Martha,Queens,Astoria,40.7692306,-73.91675096,Entire home/apt,290,3,0,,,3,0
4792219,"Heart of Astoria, Spacious 2 bdrm, 15min to City!",11479819,Marnie,Queens,Astoria,40.76234746,-73.92169678,Entire home/apt,90,14,0,,,1,0
6933582,Cozy home in the heart of Astoria,35914251,Loren,Queens,Astoria,40.76370738,-73.92048627,Entire home/apt,100,4,2,12/31/15,0.07,1,0
2086732,"10 minutes from Manhattan ,NY",7028737,Cindy,Queens,Astoria,40.76313213,-73.91723916,Entire home/apt,180,4,2,1/24/16,0.06,1,0
13100152,"BEAUTIFUL TOP-FLOOR SUBLET IN ASTORIA, NYC",620810,Jay,Queens,Astoria,40.76554617,-73.91690447,Entire home/apt,110,13,1,9/1/16,0.08,1,0
15978933,"Bright, Spacious, Railroad Room",21194768,Melanie,Queens,Astoria,40.76705051,-73.92101207,Shared room,65,1,3,5/14/17,0.44,1,179
20638833,Private room,147567811,Renaldy,Queens,Astoria,40.77325859,-73.92677177,Private room,50,4,1,9/22/17,1,1,0
19115142,Queens Bedroom,44838931,Andrea,Queens,Astoria,40.76998548,-73.93269155,Private room,100,1,0,,,3,275
12681868,NYC deluxe room 15 min to Manhattan,68907781,Dafni,Queens,Astoria,40.77008342,-73.9287805,Private room,58,2,30,9/11/17,1.81,2,126
20057317,Comfortable well decorated 1 bedroom in Astoria,60370951,Emanuella,Queens,Astoria,40.77297018,-73.92253234,Private room,110,2,1,9/11/17,1,1,346
19050041,Clean and Comfortable Private Room at LIC,50748853,Maisha,Queens,Astoria,40.76757211,-73.93216643,Private room,80,2,15,9/15/17,4.09,1,71
21025596,LARGE BEDROOM AND PRIVATE BATHROOM IN ASTORIA!!,5430458,Christian,Queens,Astoria,40.76688935,-73.92572837,Private room,85,3,1,9/28/17,1,2,35
2346416,Lovely private room close to Manhattan,11983859,Lauren,Queens,Astoria,40.76315143,-73.92617481,Private room,65,2,128,9/17/17,2.94,1,332
10969246,"Private room, New York, Queens.",15696508,Antonio,Queens,Astoria,40.76334855,-73.92500021,Private room,70,7,29,7/29/17,1.59,1,53
761835,Apto 2 bed $80 night per person,4015459,Joao Lucas,Queens,Astoria,40.76604518,-73.92921518,Private room,80,2,46,10/1/17,0.77,1,352
15126686,Guest bedroom 1 block from subway,95886123,Melissa And Rachel,Queens,Astoria,40.76559531,-73.92293379,Private room,90,2,17,9/25/17,1.39,1,309
19332928,King Tempurpedic with Yard. 1/2 block from train.,2985590,Josh,Queens,Astoria,40.76459585,-73.92361288,Private room,70,1,12,9/19/17,3.36,4,324
4041806,COZY'n QUIET room for great people!,20790713,Marco,Queens,Astoria,40.76805975,-73.93230162,Private room,59,2,21,9/6/17,0.57,1,226
12600198,Luminous room,10577784,Julian,Queens,Astoria,40.7649387,-73.92751621,Private room,86,4,22,9/21/17,1.33,2,277
18278724,Astoria Private bedroom w/ backyard access!,55689567,Nicolas,Queens,Astoria,40.76866939,-73.92677199,Private room,37,3,0,,,1,360
4824013,Amazing location - 15 min from city,12966866,Diego,Queens,Astoria,40.76460553,-73.9236731,Private room,60,1,129,9/13/17,4.39,1,230
17558802,Large and Sunny Private Bedroom in Astoria,15219324,Diana,Queens,Astoria,40.76963869,-73.92303357,Private room,55,25,0,,,1,275
715286,(102) 10min to Manhattan/  Astoria Guest Haus,1789339,Manson,Queens,Astoria,40.76671558,-73.92515663,Private room,58,2,128,9/8/17,2.18,8,67
14031256,(201) 10min to Manhattan/  Astoria Guest Haus,1789339,Manson,Queens,Astoria,40.76455962,-73.92390894,Private room,62,5,12,9/5/17,0.84,8,74
17542935,"Beautiful, Safe and Clean Bedroom",111797441,Gabi&Blanca,Queens,Astoria,40.76244821,-73.92298784,Private room,76,2,29,9/28/17,4.75,4,292
17956381,Serenity in an apartment,4112547,Felecia,Queens,Astoria,40.7710952,-73.92579226,Private room,70,2,5,9/21/17,1.03,1,1
6869940,Furnished Room in a Spacious Apt,731601,Idil,Queens,Astoria,40.77199484,-73.93159184,Private room,55,15,1,8/13/15,0.04,2,0
15323278,Huge! Cozy! Only 10 mins to Manhattan!,48961088,Corinne,Queens,Astoria,40.76326063,-73.92656786,Private room,65,3,16,7/31/17,1.33,1,0
19017366,King size room in foodie heaven!,41387722,Michael,Queens,Astoria,40.77083855,-73.92600969,Private room,65,21,0,,,1,0
4047638,Astoria( home sweet home) great for long stay.,20987432,Andre,Queens,Astoria,40.76530169,-73.92660554,Private room,85,3,18,11/18/16,0.49,1,269
6402712,Private Room in Astoria,30166510,Alina,Queens,Astoria,40.77005633,-73.93043242,Private room,50,1,1,8/10/15,0.04,1,0
15595462,Lux & Large Astoria Park | âù_ of NYC New York | 5â˜…,100493613,Sandra,Queens,Astoria,40.77398243,-73.92615531,Entire home/apt,152,2,53,9/18/17,4.66,1,336
20556376,Luxury 1350 Sqft 1 BD with private terrace,43808331,Neel,Queens,Astoria,40.77035157,-73.92774371,Entire home/apt,225,3,1,9/5/17,1,1,62
7019788,Luxury Residence w City View Slps12,36795394,Jada,Queens,Astoria,40.76791821,-73.93464584,Entire home/apt,250,1,42,9/10/17,3.65,1,285
19709281,"Clean, Modern Luxury in Astoria Arts District",67168,Megan,Queens,Astoria,40.77099875,-73.9325885,Entire home/apt,125,6,5,9/22/17,1.95,1,38
2863530,APPARTEMENT 2 CHAMBRES ASTORIA NY,14636480,Ilda,Queens,Astoria,40.77181714,-73.93129497,Entire home/apt,130,4,5,9/8/17,0.34,1,284
13675413,"NEW! Entire LEGAL Apt, Ready for Reviews!",79579355,Jay And Katt,Queens,Astoria,40.76985346,-73.92481153,Entire home/apt,175,3,32,9/25/17,2.26,1,320
1427401,Fully furnished private apartment..,7676839,Gabor,Queens,Astoria,40.76781407,-73.92684448,Entire home/apt,90,5,68,9/23/17,1.37,1,327
11992103,FAMILY SUITE 15 MINUTES TO TIMES SQUARE,15200361,Paul,Queens,Astoria,40.76315377,-73.92698934,Entire home/apt,95,1,31,8/17/17,1.77,2,0
16855309,Apartment for rent in Astoria amenity building,76051209,Michael,Queens,Astoria,40.76794734,-73.92950173,Entire home/apt,150,7,5,9/11/17,0.79,1,279
12601401,"Astoria living, like a true NY'er",5059784,Seth,Queens,Astoria,40.76464985,-73.92624834,Entire home/apt,125,1,10,7/11/16,0.61,1,0
12099852,Spacious 1 Bedroom with City Views,42905408,Carolyn,Queens,Astoria,40.76855852,-73.92590951,Entire home/apt,165,1,0,,,1,0
17405926,The Crescent - A One Bedroom Apartment,113404527,Kate,Queens,Astoria,40.76447227,-73.92574513,Entire home/apt,189,2,20,8/27/17,3.02,1,0
18076941,Classy Astoria Apartment w/Balcony,23045336,Sarah,Queens,Astoria,40.76986829,-73.92732893,Entire home/apt,150,2,6,8/20/17,1.15,1,0
8368708,Cozy 1 bedroom apt Prime Location!!,20413250,Sara,Queens,Astoria,40.76306509,-73.92246842,Entire home/apt,150,14,0,,,2,0
6805513,"Beautiful apt, 15min from Times Sq.",12222251,Carly,Queens,Astoria,40.76279298,-73.92619511,Entire home/apt,100,1,1,7/14/15,0.04,1,0
14274748,Long Island City/Astoria Apartment,31812816,Darren,Queens,Astoria,40.77017406,-73.93404533,Entire home/apt,200,2,8,1/2/17,0.61,1,86
2727166,Cozy Room by Kaufman Studios,136352,Fotis,Queens,Astoria,40.7557982,-73.92376626,Private room,61,3,24,9/20/17,0.58,1,336
13486885,Private Comfortable Room 15min to Central Park,2714490,Aleks,Queens,Astoria,40.75796613,-73.92500268,Private room,60,3,35,9/21/17,2.55,1,235
13980911,GORGEOUS LARGE BDR CLOSE TO MANHATTAN,32167398,Sole,Queens,Astoria,40.75740722,-73.926888,Private room,60,1,63,9/3/17,4.29,6,270
19037243,New bedroom for Single Person in NYC,16510793,Angelo,Queens,Astoria,40.75818659,-73.92655858,Private room,45,1,35,9/24/17,9.46,3,128
6477671,LARGE LUXURIOUS MASTER BEDROOM,32167398,Sole,Queens,Astoria,40.75931043,-73.92697554,Private room,60,1,121,9/15/17,4.24,6,278
16181190,Private cozy room with sky view near Manhattan,103392673,Tarlok,Queens,Astoria,40.75924522,-73.92647943,Private room,49,1,29,9/1/17,2.86,4,177
14240385,Bright sunny room minutes to Midtown Manhattan,25843005,Kulwinder,Queens,Astoria,40.75877961,-73.92699828,Private room,59,1,67,9/17/17,4.69,8,174
14337001,Charming Room in Astoria Close to N and W Trains,45225936,Bekah,Queens,Astoria,40.75592923,-73.925843,Private room,63,2,8,8/21/17,1.86,1,0
20482284,"Bedroom in the heart of Queens, New York",83185467,Renata,Queens,Astoria,40.76022128,-73.92616659,Private room,60,1,0,,,1,9
843943,Fifteen minutes to Times Square!,4405867,Alexander,Queens,Astoria,40.75884242,-73.92657199,Private room,65,3,1,8/13/17,0.58,1,0
7051813,"Spacious Room, Heart of Astoria",36982337,Mircea,Queens,Astoria,40.76131762,-73.92375899,Private room,59,4,0,,,1,0
3469178,NYC- Beautiful bedroom in Astoria,17479291,Gaby,Queens,Astoria,40.75825048,-73.9235506,Private room,70,2,0,,,1,0
9894602,Large Room in Sunny Astoria Apt,10456845,Taylor,Queens,Astoria,40.75763678,-73.9228305,Private room,65,1,1,5/2/16,0.06,2,0
13343144,Warm and Cozy Paradise,54807420,Emmanuel,Queens,Astoria,40.75618715,-73.92545687,Private room,80,7,3,1/19/17,0.31,1,89
14322869,Charming Private Astoria Apt. 10 Min To Manhattan!,2370635,Aimee,Queens,Astoria,40.75868224,-73.92614804,Entire home/apt,122,1,46,9/25/17,3.37,1,287
8274931,Stunning apartment with view only 5 min from metro,43633040,Nika,Queens,Astoria,40.76086077,-73.92604191,Entire home/apt,85,3,16,7/7/17,0.66,1,4
19386564,"Spacious, Sunny, Quiet & Comfortable Astoria 1-BR",5749658,Jason,Queens,Astoria,40.75636038,-73.92700321,Entire home/apt,90,7,2,7/25/17,0.74,1,0
7774182,Family House 7 Minutes To Manhattan,40895328,Angela & William,Queens,Astoria,40.75742854,-73.92365846,Entire home/apt,289,2,74,9/29/17,3.39,2,335
11135107,1 Bedroom 15 mins away from Manhattan,32220474,Daniela,Queens,Astoria,40.75939787,-73.92363513,Entire home/apt,125,1,22,9/20/17,1.46,1,347
13299243,Single family BBQ - 15 min to midtown,75092148,Sarah,Queens,Astoria,40.76025517,-73.92235024,Entire home/apt,350,2,2,9/4/17,0.14,1,8
5879750,Cozy/Roomy 1-bedroom Apt - Astoria,15446928,Christina,Queens,Astoria,40.7553682,-73.92710902,Entire home/apt,225,1,0,,,1,0
8505031,F2 astoria libre,44783509,Sophie,Queens,Astoria,40.75960199,-73.92394102,Entire home/apt,55,1,1,10/9/15,0.04,1,0
8188931,Romm/Stanza very confortable,43194941,Marco,Queens,Astoria,40.76513883,-73.90963216,Private room,50,3,0,,,2,0
1682958,Beautiful Cozy Room Great Price!,6194487,Rocio & James,Queens,Astoria,40.76358985,-73.90586167,Private room,49,1,226,9/12/17,4.84,2,308
16378809,Astoria Queens area,24187843,Lucy,Queens,Astoria,40.76399818,-73.91205027,Private room,100,4,1,12/23/16,0.11,1,88
8499719,Manhattan is only 10 minutes away!!,3501090,Sebastian & Andrea,Queens,Astoria,40.76404153,-73.91174318,Private room,70,4,48,9/16/17,1.98,2,321
9674142,1 bed in Chic Apt in Astoria NYC,49620552,Raul,Queens,Astoria,40.76767994,-73.90985598,Private room,59,1,60,9/24/17,2.72,6,316
9510385,Lovely bedroom,49279577,Yone,Queens,Astoria,40.76736758,-73.91244455,Private room,70,2,9,5/6/17,0.67,1,145
20043063,Cozy apartment in Astoria,142378469,Naty E Sarah,Queens,Astoria,40.76755051,-73.91182924,Private room,75,3,5,9/21/17,2.63,1,27
16382866,"Cheap Basement Room in Astoria with Backyard, NYC",20828747,Katerina,Queens,Astoria,40.76377666,-73.90676154,Private room,40,1,35,9/15/17,5.17,8,349
18963566,Spacious 1BR apartment,132249563,Ignacio,Queens,Astoria,40.76424449,-73.9110498,Private room,75,5,0,,,1,0
16085058,Fun time in Astoria stylish apartment!,104830715,Joanna,Queens,Astoria,40.76391433,-73.91306253,Private room,70,3,2,9/19/17,0.22,1,348
14110395,PERFECT BEDROOM only 30 minutes from Times Square!,25295717,Zlatan,Queens,Astoria,40.76435226,-73.91164803,Private room,65,3,0,,,1,0
11315999,Book Now & Save: Autumn Special,5577926,Emily & Lou,Queens,Astoria,40.7682127,-73.91249831,Private room,60,1,53,8/21/17,2.93,3,48
18674204,beautiful room in a cozy and clean apartment.,129797713,Rosa,Queens,Astoria,40.76590854,-73.91177059,Private room,80,14,1,7/1/17,0.32,3,89
19827268,,129797713,Rosa,Queens,Astoria,40.76714949,-73.91189219,Private room,70,14,0,,,3,86
14351787,1 room in Chic Apt in Astoria NYC,49620552,Raul,Queens,Astoria,40.76933303,-73.91164894,Private room,59,1,1,12/4/16,0.1,6,215
8045552,"A Gem Studio Apartment Astoria,NYC",42488595,Toni,Queens,Astoria,40.76762093,-73.90726982,Entire home/apt,85,3,80,9/24/17,3.33,1,283
14341397,One bedroom apartment,87835557,Kostas,Queens,Astoria,40.76623396,-73.90911047,Entire home/apt,99,1,64,9/18/17,4.67,1,296
19242821,1 bedroom apt,134438985,Andrea,Queens,Astoria,40.76473492,-73.91182778,Entire home/apt,199,3,1,9/25/17,1,1,179
9164910,Entire Big Studio & BackYard,47698040,Sylia,Queens,Astoria,40.76212413,-73.91164787,Entire home/apt,79,1,69,7/29/17,3.01,1,19
9988233,Cozy Two Room Studio Astoria,404692,Romina,Queens,Astoria,40.76247572,-73.91278683,Entire home/apt,110,5,9,8/21/17,0.65,1,26
785366,"Family Friendly Apt in Astoria, NY",4140349,Diana,Queens,Astoria,40.76402776,-73.90913561,Entire home/apt,200,5,2,11/1/15,0.08,1,0
8648668,Single room in Heart of Astoria,44369830,Jordan,Queens,Astoria,40.76075548,-73.92322971,Private room,145,1,0,,,1,365
16099007,Comfortable room and very clean!,104885443,Maiko,Queens,Astoria,40.7681926,-73.92755437,Private room,65,2,9,9/25/17,0.99,1,306
7053353,Large PB w/ Half Bath in Astoria,8002698,Jeremy,Queens,Astoria,40.75966448,-73.90923746,Private room,27,30,2,8/1/16,0.09,1,1
7053165,Dynamite 2 Bedroom for the Holidays,36581036,John,Queens,Astoria,40.76426452,-73.91249075,Entire home/apt,250,1,0,,,1,364
7415011,Cozy room in 1bedroom apt,15824880,Israel,Queens,Astoria,40.77220395,-73.93105306,Private room,37,1,0,,,1,0
9370370,Garden Apartment with patio,48618336,Yvonne,Queens,Astoria,40.76506818,-73.90577283,Entire home/apt,65,30,32,9/23/17,1.4,1,270
9674869,Cozy room in Chic Apt Astoria NY,49620552,Raul,Queens,Astoria,40.76933297,-73.91163783,Private room,45,1,6,3/15/17,0.27,6,219
9696560,Newly renovated studio in Astoria!!,32635144,Mina,Queens,Astoria,40.77161634,-73.91936824,Shared room,30,3,0,,,1,364
12772076,Urban Oasis in Trendy Astoria,69488526,K. E. Saavik,Queens,Astoria,40.76125154,-73.92013273,Entire home/apt,250,30,2,11/1/16,0.15,1,0
16908058,"Cozy room in the heart of Astoria, NY",73551192,Megan,Queens,Astoria,40.7616692,-73.91016455,Private room,41,1,0,,,1,88
17023406,Comfortable Space in Heart of Astoria,114178347,Cliff,Queens,Astoria,40.7662506,-73.92447014,Shared room,34,30,3,3/20/17,0.41,1,0
4849864,Cozy Quiet Apt 10min to Manhattan,2464823,Andy,Queens,Astoria,40.7643046,-73.92637438,Entire home/apt,112,7,5,10/4/16,0.17,1,0
2465962,1 BEDROOM ENTIRE HOME/APTâù_ ASTORIA,1000014,Amy,Queens,Astoria,40.76122464,-73.91163493,Entire home/apt,125,1,13,9/28/15,0.36,1,0
19114715,Cozy bedroom,32219638,Jorge,Queens,Astoria,40.76829522,-73.93310383,Private room,110,1,0,,,2,89
20054438,Bright Bedroom,142486709,Antonia,Queens,Astoria,40.75814758,-73.91143063,Private room,69,1,4,9/18/17,2.07,1,156
14025205,"Private room in Astoria, NYC subway a block away",3947866,Kel-Ann,Queens,Astoria,40.75781136,-73.91763795,Private room,75,2,10,9/24/17,2.17,1,54
19530263,"Room in beautiful, spacious apartment",13413867,Ryan,Queens,Astoria,40.75680578,-73.91961711,Private room,40,7,3,9/4/17,1.36,1,77
13763369,Bedroom available  with closet space,43688213,Ryan,Queens,Astoria,40.76735893,-73.91461733,Private room,50,5,3,7/25/17,0.2,1,0
4172633,Cozy one bedroom apt at the center of Astoria,21652004,June,Queens,Astoria,40.75636689,-73.92131643,Entire home/apt,160,2,1,7/3/17,0.33,1,0
12846229,Beautiful family apt in Astoria,8752988,Julia,Queens,Astoria,40.76129932,-73.91529739,Entire home/apt,125,1,0,,,1,0
13379269,A sunny bedroom in a spacious loft,731601,Idil,Queens,Astoria,40.77159325,-73.93089459,Private room,40,90,0,,,2,0
20457624,Luxury Apartment Steps from Metro,146036754,Rose,Queens,Astoria,40.76838486,-73.92564429,Private room,60,3,1,9/10/17,1,1,146
16394420,Charming Cozy sunny 1 bedroom wood fl! Good closet,21980307,Antonio,Queens,Astoria,40.75753961,-73.91732198,Private room,60,2,8,6/25/17,1.19,2,358
9709801,Large bedroom/studio for January!,50131208,Rob,Queens,Astoria,40.76994244,-73.91840745,Private room,40,26,0,,,1,0
7874869,Cozy room near Central Park,25843005,Kulwinder,Queens,Astoria,40.75924208,-73.92710967,Private room,72,1,110,9/13/17,4.25,8,163
20195711,â€¢ Clean & Serene - 10 min to Manhattan â€¢,5679292,Alicia,Queens,Astoria,40.76421477,-73.92027986,Private room,96,3,2,9/15/17,2,2,18
15084086,"Sunny & Clean apartment in Astoria, NY",94644383,Tsering,Queens,Astoria,40.76093542,-73.91536938,Entire home/apt,150,3,2,11/12/16,0.17,1,2
